"TOA5","CR1000_cigar","CR1000","E3121","CR1000.Std.22","CPU:SBGmeas.CR1","31038","SBG_meas"
"TIMESTAMP","RECORD","BigRedButtonPressed","SBG","SBG_flux"
"TS","RN","","",""
"","","Smp","Smp","Smp"
"2017-05-16 16:05:34.1",359,0,0.02762973,0.05242833
"2017-05-16 16:05:34.15",360,0,0.02729279,0.05178897
"2017-05-16 16:05:34.2",361,0,0.02729279,0.05178897
"2017-05-16 16:05:34.25",362,0,0.02729279,0.05178897
"2017-05-16 16:05:34.3",363,0,0.02762973,0.05242833
"2017-05-16 16:05:34.35",364,0,0.02864058,0.05434645
"2017-05-16 16:05:34.4",365,0,0.02796668,0.05306771
"2017-05-16 16:05:34.45",366,0,0.02695584,0.0511496
"2017-05-16 16:05:34.5",367,0,0.02729279,0.05178897
"2017-05-16 16:05:34.55",368,0,0.02762973,0.05242833
"2017-05-16 16:05:34.6",369,0,0.02830363,0.05370707
"2017-05-16 16:05:34.65",370,0,0.02796668,0.05306771
"2017-05-16 16:05:34.7",371,0,0.02695584,0.0511496
"2017-05-16 16:05:34.75",372,0,0.02796668,0.05306771
"2017-05-16 16:05:34.8",373,0,0.02796668,0.05306771
"2017-05-16 16:05:34.85",374,0,0.02729279,0.05178897
"2017-05-16 16:05:34.9",375,0,0.02695584,0.0511496
"2017-05-16 16:05:34.95",376,0,0.02762973,0.05242833
"2017-05-16 16:05:35",377,0,0.02762973,0.05242833
"2017-05-16 16:05:35.05",378,0,0.02796668,0.05306771
"2017-05-16 16:05:35.1",379,0,0.02796668,0.05306771
"2017-05-16 16:05:35.15",380,0,0.02762973,0.05242833
"2017-05-16 16:05:35.2",381,0,0.02796668,0.05306771
"2017-05-16 16:05:35.25",382,0,0.02762973,0.05242833
"2017-05-16 16:05:35.3",383,0,0.02796668,0.05306771
"2017-05-16 16:05:35.35",384,0,0.02729279,0.05178897
"2017-05-16 16:05:35.4",385,0,0.02762973,0.05242833
"2017-05-16 16:05:35.45",386,0,0.02729279,0.05178897
"2017-05-16 16:05:35.5",387,0,0.02762973,0.05242833
"2017-05-16 16:05:35.55",388,0,0.02762973,0.05242833
"2017-05-16 16:05:35.6",389,0,0.02729279,0.05178897
"2017-05-16 16:05:35.65",390,0,0.02796668,0.05306771
"2017-05-16 16:05:35.7",391,0,0.02796668,0.05306771
"2017-05-16 16:05:35.75",392,0,0.02695584,0.0511496
"2017-05-16 16:05:35.8",393,0,0.02695584,0.0511496
"2017-05-16 16:05:35.85",394,0,0.02796668,0.05306771
"2017-05-16 16:05:35.9",395,0,0.02762973,0.05242833
"2017-05-16 16:05:35.95",396,0,0.02695584,0.0511496
"2017-05-16 16:05:36",397,0,0.02796668,0.05306771
"2017-05-16 16:05:36.05",398,0,0.02796668,0.05306771
"2017-05-16 16:05:36.1",399,0,0.02796668,0.05306771
"2017-05-16 16:05:36.15",400,0,0.02830363,0.05370707
"2017-05-16 16:05:36.2",401,0,0.02897752,0.05498581
"2017-05-16 16:05:36.25",402,0,0.02931447,0.05562519
"2017-05-16 16:05:36.3",403,0,0.02830363,0.05370707
"2017-05-16 16:05:36.35",404,0,0.02897752,0.05498581
"2017-05-16 16:05:36.4",405,0,0.02998837,0.05690392
"2017-05-16 16:05:36.45",406,0,0.02931447,0.05562519
"2017-05-16 16:05:36.5",407,0,0.02998837,0.05690392
"2017-05-16 16:05:36.55",408,0,0.02965142,0.05626456
"2017-05-16 16:05:36.6",409,0,0.02931447,0.05562519
"2017-05-16 16:05:36.65",410,0,0.02897752,0.05498581
"2017-05-16 16:05:36.7",411,0,0.02998837,0.05690392
"2017-05-16 16:05:36.75",412,0,0.02931447,0.05562519
"2017-05-16 16:05:36.8",413,0,0.03032532,0.0575433
"2017-05-16 16:05:36.85",414,0,0.02864058,0.05434645
"2017-05-16 16:05:36.9",415,0,0.02864058,0.05434645
"2017-05-16 16:05:36.95",416,0,0.02762973,0.05242833
"2017-05-16 16:05:37",417,0,0.02796668,0.05306771
